id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1407612336190464001,1407612336190464001,2021-06-23 10:11:47 Hora de verano romance,2021-06-23,10:11:47,+0200,82158985,ucammurcia,UCAM Murcia,,🏀 LOS JUNIOR DE ÉLITE   ✍️ El UCAM Murcia pone rumbo a Granada para disputar el Campeonato de España.  🗞️  https://t.co/QV2gNtrRWV  #CanteraCAIXABANK,es,[],['http://www.ucamdeportes.com/ucamcb/noticias/los-junior-de-elite'],[],0,3,7,['canteracaixabank'],[],https://twitter.com/UCAMMurcia/status/1407612336190464001,False,,0,,,,,,,,[],,,,
1407604559925612544,1407604559925612544,2021-06-23 09:40:53 Hora de verano romance,2021-06-23,09:40:53,+0200,1050087450,aluquillas,Toni,,Será Thomas Scrubb el 3 que busca @UCAMMurcia?,es,"[{'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",[],[],0,0,1,[],[],https://twitter.com/aluquillas/status/1407604559925612544,False,,0,,,,,,,,[],,,,
1407602152240029701,1407602152240029701,2021-06-23 09:31:19 Hora de verano romance,2021-06-23,09:31:19,+0200,835126446,acbjv,ACB Jornada Virtual,,#MercadoACB @CFrankamp_23 no continuará la próxima temporada en el @UCAMMurcia.  #LigaEndesa  https://t.co/bm8Rj92DbP #LigaEndesa,es,"[{'screen_name': 'cfrankamp_23', 'name': 'conner frankamp', 'id': '483301021'}, {'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",[],[],0,0,0,"['mercadoacb', 'ligaendesa', 'ligaendesa']",[],https://twitter.com/ACBJV/status/1407602152240029701,False,,1,https://pbs.twimg.com/media/Em5SzG3XMAA6bhO.jpg,,,,,,,[],,,,
1407579087338672130,1407579087338672130,2021-06-23 07:59:40 Hora de verano romance,2021-06-23,07:59:40,+0200,202151764,jorgefenor,Jorge Fenor Fuentes,,A la caza del jugador nacional  https://t.co/RiKlQOo0kl vía @laverdad_es #UCAMMurciaCB @UCAMMurcia,es,"[{'screen_name': 'laverdad_es', 'name': 'laverdad_es', 'id': '44898619'}, {'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",['https://www.laverdad.es/deportes/ucamcb/caza-jugador-nacional-20210623002923-ntvo.html#vca=fixed-btn&vso=rrss&vmc=tw&vli=Ucam-CB'],[],0,0,0,['ucammurciacb'],[],https://twitter.com/jorgefenor/status/1407579087338672130,False,,0,,,,,,,,[],,,,
1407411744549580801,1407411744549580801,2021-06-22 20:54:43 Hora de verano romance,2021-06-22,20:54:43,+0200,425731147,clinicascoc,Clínicas COC,,El último PCR. Durante todo este año el primer equipo de @UCAMMurcia y sus bases han dispuesto de una zona especifica para realizar las pruebas exigidas por ACB y Federación en nuestras instalaciones. Suerte a nuestros juniors en la fase final de Granada. Vamos campeones!!!  https://t.co/uoga61PcIq,es,"[{'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",[],['https://pbs.twimg.com/media/E4ghVUjXIAUCYQZ.jpg'],0,5,10,[],[],https://twitter.com/ClinicasCOC/status/1407411744549580801,False,,1,https://pbs.twimg.com/media/E4ghVUjXIAUCYQZ.jpg,,,,,,,[],,,,
1407378079048216577,1407378079048216577,2021-06-22 18:40:56 Hora de verano romance,2021-06-22,18:40:56,+0200,184278514,juanki500,Juan Carlos García,,Os imagináis que el @UCAMMurcia consigue una invitación para la Champions y nos toca jugar otra vez con el @KSKBasket ? Se me pondrían los pelos de punta como aquella eliminatoria donde hubo de todo @infoCBMurcia,es,"[{'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}, {'screen_name': 'kskbasket', 'name': 'pınar karşıyaka', 'id': '166924588'}, {'screen_name': 'infocbmurcia', 'name': 'infocbmurcia', 'id': '603180602'}]",[],[],0,0,8,[],[],https://twitter.com/Juanki500/status/1407378079048216577,False,,0,,,,,,,,[],,,,
1407351339043233793,1407039108480999431,2021-06-22 16:54:41 Hora de verano romance,2021-06-22,16:54:41,+0200,398840677,willillou,Williyou,,@infoCBMurcia @UCAMMurcia El siguiente @CaptainBellas 🙏🙏🙏🙏,es,"[{'screen_name': 'captainbellas', 'name': 'tb', 'id': '3191998313'}]",[],[],0,0,0,[],[],https://twitter.com/Willillou/status/1407351339043233793,False,,0,,,,,,,,"[{'screen_name': 'infoCBMurcia', 'name': 'infoCBMurcia', 'id': '603180602'}, {'screen_name': 'UCAMMurcia', 'name': 'UCAM Murcia', 'id': '82158985'}]",,,,
1407315668299567110,1407315668299567110,2021-06-22 14:32:56 Hora de verano romance,2021-06-22,14:32:56,+0200,1299286372210089984,ondadeportivarm,Onda Deportiva Región de Murcia,,"¡Podcast Onda Deportiva!  🔴 @realmurciacfsad   🔵 @UCAMMurciaCF   🏀 @UCAMMurcia   🎙️ @SergioConesa_   🎙️ Juan Cervantes  🎙️ Alberto Gómez, @ondadeporcoruna   🎙️ @ZetaGuillen  https://t.co/8DPOIgKCMN",es,"[{'screen_name': 'realmurciacfsad', 'name': 'real murcia cf, sad', 'id': '227312719'}, {'screen_name': 'ucammurciacf', 'name': 'ucam murcia cf', 'id': '339057586'}, {'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}, {'screen_name': 'sergioconesa_', 'name': 'sergio conesa', 'id': '1050502606974578694'}, {'screen_name': 'ondadeporcoruna', 'name': 'ondacerodeporcoruña😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷', 'id': '492495256'}, {'screen_name': 'zetaguillen', 'name': 'josé pablo guillén', 'id': '186179442'}]",['https://www.ondacero.es/emisoras/murcia/murcia/deportes/onda-deportiva-region-murcia-22062021_2021062260d1d81396a1750001e39af1.html'],[],0,3,3,[],[],https://twitter.com/OndaDeportivaRM/status/1407315668299567110,False,,0,,,,,,,,[],,,,
1407312915338698753,1407312915338698753,2021-06-22 14:22:00 Hora de verano romance,2021-06-22,14:22:00,+0200,1299286372210089984,ondadeportivarm,Onda Deportiva Región de Murcia,,🏀 ¡Tiempo para el baloncesto!  🔵 @UCAMMurcia   📄🖊️  Renovación de Taylor.  🎙️ @ZetaGuillen   🔊 En directo desde APP y web:  https://t.co/1sdXoKM2lC  https://t.co/MhnjL23AK9,es,"[{'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}, {'screen_name': 'zetaguillen', 'name': 'josé pablo guillén', 'id': '186179442'}]",['https://www.ondacero.es/emisoras/murcia/murcia/'],['https://pbs.twimg.com/media/E4e7uaIWUAMpfnh.jpg'],0,0,1,[],[],https://twitter.com/OndaDeportivaRM/status/1407312915338698753,False,,1,https://pbs.twimg.com/media/E4e7uaIWUAMpfnh.jpg,,,,,,,[],,,,
1407307390119120900,1407307390119120900,2021-06-22 14:00:02 Hora de verano romance,2021-06-22,14:00:02,+0200,186611755,murciaeconomia,MurciaEconomía,,Los jugadores de baloncesto Juan Carlos Marín y Claudia Nicolás entre los alumnos con mejor nota de la Región de Murcia en la EBAU @UCAMMurcia    https://t.co/MZXZFTo07r,es,"[{'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",['https://murciaeconomia.com/art/80320/la-ardua-tarea-de-compaginar-deporte-y-estudios-y-ser-el-mejor-en-ambas-disciplinas'],[],0,0,0,[],[],https://twitter.com/murciaeconomia/status/1407307390119120900,False,,0,,,,,,,,[],,,,
