id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1312904466367209472,1312044668922654720,2020-10-05 01:56:32 Hora de verano romance,2020-10-05,01:56:32,+0200,2905827911,spaniardpsycho,spaniardpsycho,,@RMBaloncesto @waltertavares22 @EuroLeague @Baskonia El récord de -13 al final y dar pena.,es,[],[],[],0,0,0,[],[],https://twitter.com/spaniardpsycho/status/1312904466367209472,False,,0,,,,,,,,"[{'screen_name': 'RMBaloncesto', 'name': 'Real Madrid Basket', 'id': '1147824680'}, {'screen_name': 'waltertavares22', 'name': 'Edy Tavares', 'id': '1090449361'}, {'screen_name': 'EuroLeague', 'name': 'Turkish Airlines EuroLeague', 'id': '21889608'}, {'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}]",,,,
1312899661481619458,1312899661481619458,2020-10-05 01:37:26 Hora de verano romance,2020-10-05,01:37:26,+0200,240254671,liganacional,La Liga de Básquet,,"⛹🏻‍♂️🇦🇷Presencia argentina en La Liga de Lituania con la vuelta de @patitogarino en la victoria de @bczalgiris. El jugador estuvo 6 minutos en cancha. Por la @ACBCOM, @LucaVildoza aportó 4 pts., 1 reb. y 4 as. para @Baskonia en la derrota ante @UCAMMurcia.  https://t.co/H6dhfJVQKO",es,"[{'screen_name': 'patitogarino', 'name': 'patricio garino', 'id': '342106161'}, {'screen_name': 'bczalgiris', 'name': 'bc zalgiris kaunas', 'id': '59490500'}, {'screen_name': 'acbcom', 'name': 'liga endesa', 'id': '42856346'}, {'screen_name': 'lucavildoza', 'name': 'luca vildoza', 'id': '342234688'}, {'screen_name': 'baskonia', 'name': 'baskonia', 'id': '84333477'}, {'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",[],['https://pbs.twimg.com/media/EjhbSJuWsAA-CsO.jpg'],0,1,7,[],[],https://twitter.com/LigaNacional/status/1312899661481619458,False,,1,https://pbs.twimg.com/media/EjhbSJuWsAA-CsO.jpg,,,,,,,[],,,,
1312885679928545281,1312852237975195653,2020-10-05 00:41:52 Hora de verano romance,2020-10-05,00:41:52,+0200,1273177978927755265,iigooor_3,igor 🏳️‍🌈,,@ACBCOM @OBRADOIROCAB @Baskonia @MovistarEstu @RealBetisBasket Y el Bilbao Basket también sé estrena,es,[],[],[],0,0,0,[],[],https://twitter.com/iigooor_3/status/1312885679928545281,False,,0,,,,,,,,"[{'screen_name': 'ACBCOM', 'name': 'Liga Endesa', 'id': '42856346'}, {'screen_name': 'OBRADOIROCAB', 'name': 'OBRADOIRO CAB', 'id': '136212064'}, {'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'MovistarEstu', 'name': 'Movistar Estudiantes', 'id': '19781359'}, {'screen_name': 'RealBetisBasket', 'name': 'Coosur Real Betis', 'id': '87921838'}]",,,,
1312881670270390272,1312863784885719047,2020-10-05 00:25:57 Hora de verano romance,2020-10-05,00:25:57,+0200,633927218,albertovipi83,ALBERTO,,@chemadelucas @ACBCOM @UCAMMurcia @Baskonia @RealBetisBasket @valenciabasket Al final nos has dado suerte 😂💪💪,es,[],[],[],0,0,1,[],[],https://twitter.com/ALBERTOVIPI83/status/1312881670270390272,False,,0,,,,,,,,"[{'screen_name': 'chemadelucas', 'name': 'Chema de Lucas', 'id': '103710949'}, {'screen_name': 'ACBCOM', 'name': 'Liga Endesa', 'id': '42856346'}, {'screen_name': 'UCAMMurcia', 'name': 'UCAM Murcia', 'id': '82158985'}, {'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'RealBetisBasket', 'name': 'Coosur Real Betis', 'id': '87921838'}, {'screen_name': 'valenciabasket', 'name': 'Valencia Basket Club', 'id': '110550234'}]",,,,
1312878788980682754,1312828103589322754,2020-10-05 00:14:30 Hora de verano romance,2020-10-05,00:14:30,+0200,1063523518925758464,antilasecta,ANTILASECTA,,@Baskonia @SanPabloBurgos @BasketballCL Como debe ser.Solidaridad entre 2 equipos de ciudades Castellanas. Vitoria y Burgos,es,[],[],[],1,0,1,[],[],https://twitter.com/antilasecta/status/1312878788980682754,False,,0,,,,,,,,"[{'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'SanPabloBurgos', 'name': 'Hereda San Pablo Burgos', 'id': '3537340217'}, {'screen_name': 'BasketballCL', 'name': 'Basketball Champions League', 'id': '710703697345568769'}]",,,,
1312878043929677826,1312878043929677826,2020-10-05 00:11:32 Hora de verano romance,2020-10-05,00:11:32,+0200,324382218,anthonyforzri,antonio rodriguez,,"Gran victoria esta tarde de nuestro @UCAMMurcia en la pista de @Baskonia muy serios atrás y @Daviddileo14 nos va a dar muchas alegrías, a pensar en el próximo partido contra @RealBetisBasket el sábado, Vamooos @UCAMMurcia",es,"[{'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}, {'screen_name': 'baskonia', 'name': 'baskonia', 'id': '84333477'}, {'screen_name': 'daviddileo14', 'name': 'david dileo (1)', 'id': '375787291'}, {'screen_name': 'realbetisbasket', 'name': 'coosur real betis', 'id': '87921838'}, {'screen_name': 'ucammurcia', 'name': 'ucam murcia', 'id': '82158985'}]",[],[],0,0,1,[],[],https://twitter.com/AnthonyForZri/status/1312878043929677826,False,,0,,,,,,,,[],,,,
1312873388810145792,1312863784885719047,2020-10-04 23:53:02 Hora de verano romance,2020-10-04,23:53:02,+0200,768030750583193600,bknzale,bknzale,,@chemadelucas @ACBCOM @UCAMMurcia @Baskonia @RealBetisBasket @valenciabasket tienes alguna novedad sobre el fichaje del baskonia?,es,[],[],[],0,0,0,[],[],https://twitter.com/bknzale/status/1312873388810145792,False,,0,,,,,,,,"[{'screen_name': 'chemadelucas', 'name': 'Chema de Lucas', 'id': '103710949'}, {'screen_name': 'ACBCOM', 'name': 'Liga Endesa', 'id': '42856346'}, {'screen_name': 'UCAMMurcia', 'name': 'UCAM Murcia', 'id': '82158985'}, {'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'RealBetisBasket', 'name': 'Coosur Real Betis', 'id': '87921838'}, {'screen_name': 'valenciabasket', 'name': 'Valencia Basket Club', 'id': '110550234'}]",,,,
1312872094238158853,1312863784885719047,2020-10-04 23:47:53 Hora de verano romance,2020-10-04,23:47:53,+0200,1106260393054347264,emcuadrado2,Emc2,,"@chemadelucas @ACBCOM @UCAMMurcia @Baskonia @RealBetisBasket @valenciabasket Dile a @FranFermoso (aka Tigretón) que no te intente buscar las cosquillas desprevenido, gran narración, gracias!!!",es,"[{'screen_name': 'franfermoso', 'name': 'fran fermoso', 'id': '95630666'}]",[],[],0,0,2,[],[],https://twitter.com/Emcuadrado2/status/1312872094238158853,False,,0,,,,,,,,"[{'screen_name': 'chemadelucas', 'name': 'Chema de Lucas', 'id': '103710949'}, {'screen_name': 'ACBCOM', 'name': 'Liga Endesa', 'id': '42856346'}, {'screen_name': 'UCAMMurcia', 'name': 'UCAM Murcia', 'id': '82158985'}, {'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'RealBetisBasket', 'name': 'Coosur Real Betis', 'id': '87921838'}, {'screen_name': 'valenciabasket', 'name': 'Valencia Basket Club', 'id': '110550234'}]",,,,
1312871779355029504,1312863784885719047,2020-10-04 23:46:38 Hora de verano romance,2020-10-04,23:46:38,+0200,1302847926973206529,jugonix,Jugonix,,"@JaiGasLo @chemadelucas @ACBCOM @UCAMMurcia @Baskonia @RealBetisBasket @valenciabasket Cierto, grandes esos narradores. Me parto con lo de los gachetobrazos y Fran es que es un no parar. Muy entretenidos 👍",es,[],[],[],0,0,2,[],[],https://twitter.com/jugonix/status/1312871779355029504,False,,0,,,,,,,,"[{'screen_name': 'JaiGasLo', 'name': 'JG', 'id': '188059869'}, {'screen_name': 'chemadelucas', 'name': 'Chema de Lucas', 'id': '103710949'}, {'screen_name': 'ACBCOM', 'name': 'Liga Endesa', 'id': '42856346'}, {'screen_name': 'UCAMMurcia', 'name': 'UCAM Murcia', 'id': '82158985'}, {'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'RealBetisBasket', 'name': 'Coosur Real Betis', 'id': '87921838'}, {'screen_name': 'valenciabasket', 'name': 'Valencia Basket Club', 'id': '110550234'}]",,,,
1312871305218269185,1312828103589322754,2020-10-04 23:44:45 Hora de verano romance,2020-10-04,23:44:45,+0200,849308238,fielamisideas12,fiel a mis ideas,,@Baskonia @SanPabloBurgos @BasketballCL Gracias por dar la enhorabuena por la victoria del Ucam Murcia. Sois geniales.,es,[],[],[],0,0,0,[],[],https://twitter.com/fielamisideas12/status/1312871305218269185,False,,0,,,,,,,,"[{'screen_name': 'Baskonia', 'name': 'Baskonia', 'id': '84333477'}, {'screen_name': 'SanPabloBurgos', 'name': 'Hereda San Pablo Burgos', 'id': '3537340217'}, {'screen_name': 'BasketballCL', 'name': 'Basketball Champions League', 'id': '710703697345568769'}]",,,,
